Booking_ID,Professional_ID,City_x,Service_Category,Booking_Date,Time_Slot,Service_Price,Distance_km,Response_Time_Min,Service_Duration_Min,Booking_Status,Cancellation_Reason,Customer_Rating,Professional_Rating,Customer_Type,Payment_Method,Booking_Month,Booking_Day,Is_Weekend,Completed_Flag,Cancelled_Flag,City_y,Primary_Service,Experience_Years,Available_Hours_Per_Week,Professional_Base_Rating,Week,Service_Hours,Actual_Service_Hours
B08754,P0139,Hyderabad,Electrician,2026-03-05 00:34:44.051362,10-12 PM,590,3.01,6.3,44,Completed,,4.6,4.8,Returning,Debit Card,3,Thursday,False,1,0,Hyderabad,Electrician,1,36,4.5,2026-03-02/2026-03-08,0.7333333333333333,0.7333333333333333
B08755,P0028,Pune,Cleaning,2026-03-05 00:45:06.156246,8-10 AM,742,2.29,12.2,120,Cancelled,Customer Changed Mind,,4.4,New,Credit Card,3,Thursday,False,0,1,Pune,Cleaning,5,44,4.1,2026-03-02/2026-03-08,2.0,0.0
B08756,P0059,Mumbai,AC Repair,2026-03-05 00:55:28.261130,6-8 PM,1084,7.06,11.4,149,Completed,,4.4,4.5,New,Debit Card,3,Thursday,False,1,0,Mumbai,AC Repair,7,48,4.3,2026-03-02/2026-03-08,2.4833333333333334,2.4833333333333334
B08757,P0090,Bengaluru,Electrician,2026-03-05 01:05:50.366014,4-6 PM,586,2.67,11.8,68,Completed,,4.5,5.0,New,UPI,3,Thursday,False,1,0,Bengaluru,Electrician,10,36,4.0,2026-03-02/2026-03-08,1.1333333333333333,1.1333333333333333
B08758,P0054,Mumbai,Salon,2026-03-05 01:16:12.470898,6-8 PM,1034,7.84,14.8,107,Completed,,4.5,4.2,New,Credit Card,3,Thursday,False,1,0,Mumbai,Salon,1,40,4.3,2026-03-02/2026-03-08,1.7833333333333334,1.7833333333333334
B08759,P0114,Delhi,Electrician,2026-03-05 01:26:34.575783,4-6 PM,756,9.27,14.4,81,Completed,,4.3,4.3,Returning,UPI,3,Thursday,False,1,0,Delhi,Electrician,2,40,4.7,2026-03-02/2026-03-08,1.35,1.35
B08760,P0101,Delhi,Salon,2026-03-05 01:36:56.680667,8-10 AM,1052,0.88,10.4,99,Completed,,4.4,4.0,New,Credit Card,3,Thursday,False,1,0,Delhi,Salon,3,44,4.3,2026-03-02/2026-03-08,1.65,1.65
B08761,P0053,Mumbai,Salon,2026-03-05 01:47:18.785551,8-10 AM,959,4.47,8.3,92,Completed,,3.7,4.2,New,Cash,3,Thursday,False,1,0,Mumbai,Salon,4,48,4.7,2026-03-02/2026-03-08,1.5333333333333334,1.5333333333333334
B08762,P0005,Nagpur,Salon,2026-03-05 01:57:40.890435,6-8 PM,1155,4.12,12.6,63,Completed,,4.3,3.1,Returning,UPI,3,Thursday,False,1,0,Nagpur,Salon,6,36,4.5,2026-03-02/2026-03-08,1.05,1.05
B08763,P0024,Nagpur,Appliance Repair,2026-03-05 02:08:02.995319,8-10 PM,1021,4.19,8.3,167,Completed,,4.5,4.1,Returning,Credit Card,3,Thursday,False,1,0,Nagpur,Appliance Repair,3,44,4.6,2026-03-02/2026-03-08,2.783333333333333,2.783333333333333
B08764,P0070,Mumbai,Appliance Repair,2026-03-05 02:18:25.100204,6-8 PM,1050,2.83,13.3,77,Completed,,4.2,4.0,Returning,UPI,3,Thursday,False,1,0,Mumbai,Appliance Repair,9,40,4.5,2026-03-02/2026-03-08,1.2833333333333334,1.2833333333333334
B08765,P0022,Nagpur,Appliance Repair,2026-03-05 02:28:47.205088,2-4 PM,872,3.07,8.8,71,Completed,,4.4,4.1,Returning,UPI,3,Thursday,False,1,0,Nagpur,Appliance Repair,1,36,4.4,2026-03-02/2026-03-08,1.1833333333333333,1.1833333333333333
B08766,P0120,Delhi,Appliance Repair,2026-03-05 02:39:09.309972,4-6 PM,1125,2.85,15.9,147,Completed,,5.0,4.1,New,Cash,3,Thursday,False,1,0,Delhi,Appliance Repair,3,44,4.4,2026-03-02/2026-03-08,2.45,2.45
B08767,P0049,Mumbai,Cleaning,2026-03-05 02:49:31.414856,8-10 AM,801,4.12,9.2,110,Completed,,4.1,4.2,Returning,UPI,3,Thursday,False,1,0,Mumbai,Cleaning,1,40,4.5,2026-03-02/2026-03-08,1.8333333333333333,1.8333333333333333
B08768,P0096,Bengaluru,Appliance Repair,2026-03-05 02:59:53.519740,6-8 PM,1110,1.19,13.5,63,Completed,,4.4,4.6,New,Debit Card,3,Thursday,False,1,0,Bengaluru,Appliance Repair,5,40,4.7,2026-03-02/2026-03-08,1.05,1.05
B08769,P0049,Mumbai,Cleaning,2026-03-05 03:10:15.624624,12-2 PM,422,1.28,5.0,78,Completed,,4.8,4.4,Returning,Debit Card,3,Thursday,False,1,0,Mumbai,Cleaning,1,40,4.5,2026-03-02/2026-03-08,1.3,1.3
B08770,P0114,Delhi,Electrician,2026-03-05 03:20:37.729509,8-10 PM,521,3.55,11.6,93,Cancelled,Slot Not Available,,4.5,Returning,Credit Card,3,Thursday,False,0,1,Delhi,Electrician,2,40,4.7,2026-03-02/2026-03-08,1.55,0.0
B08771,P0131,Hyderabad,AC Repair,2026-03-05 03:30:59.834393,12-2 PM,1319,2.6,5.8,171,Completed,,5.0,4.7,New,UPI,3,Thursday,False,1,0,Hyderabad,AC Repair,7,44,4.7,2026-03-02/2026-03-08,2.85,2.85
B08772,P0101,Delhi,Salon,2026-03-05 03:41:21.939277,12-2 PM,801,5.0,7.7,52,Completed,,4.9,4.2,Returning,Debit Card,3,Thursday,False,1,0,Delhi,Salon,3,44,4.3,2026-03-02/2026-03-08,0.8666666666666667,0.8666666666666667
B08773,P0054,Mumbai,Salon,2026-03-05 03:51:44.044161,12-2 PM,962,4.39,9.2,51,Rescheduled,,,3.7,Returning,UPI,3,Thursday,False,0,0,Mumbai,Salon,1,40,4.3,2026-03-02/2026-03-08,0.85,0.85
B08774,P0010,Nagpur,AC Repair,2026-03-05 04:02:06.149045,4-6 PM,1182,1.21,13.8,142,Completed,,4.4,4.4,Returning,Debit Card,3,Thursday,False,1,0,Nagpur,AC Repair,5,40,4.5,2026-03-02/2026-03-08,2.3666666666666667,2.3666666666666667
B08775,P0067,Mumbai,Electrician,2026-03-05 04:12:28.253930,8-10 AM,692,3.14,7.0,116,Completed,,4.3,3.8,Returning,UPI,3,Thursday,False,1,0,Mumbai,Electrician,6,40,3.9,2026-03-02/2026-03-08,1.9333333333333333,1.9333333333333333
B08776,P0062,Mumbai,Plumbing,2026-03-05 04:22:50.358814,8-10 AM,867,5.09,6.5,56,Completed,,4.3,4.0,Returning,Credit Card,3,Thursday,False,1,0,Mumbai,Plumbing,9,40,4.5,2026-03-02/2026-03-08,0.9333333333333333,0.9333333333333333
B08777,P0138,Hyderabad,Electrician,2026-03-05 04:33:12.463698,6-8 PM,476,4.17,12.6,116,Completed,,4.4,4.3,New,UPI,3,Thursday,False,1,0,Hyderabad,Electrician,9,44,4.5,2026-03-02/2026-03-08,1.9333333333333333,1.9333333333333333
B08778,P0077,Bengaluru,Salon,2026-03-05 04:43:34.568582,8-10 PM,982,2.54,10.1,109,Cancelled,Slot Not Available,,3.8,New,UPI,3,Thursday,False,0,1,Bengaluru,Salon,1,40,4.0,2026-03-02/2026-03-08,1.8166666666666667,0.0
B08779,P0089,Bengaluru,Electrician,2026-03-05 04:53:56.673466,6-8 PM,627,4.89,12.9,42,Completed,,3.9,3.8,Returning,UPI,3,Thursday,False,1,0,Bengaluru,Electrician,7,40,4.6,2026-03-02/2026-03-08,0.7,0.7
B08780,P0115,Delhi,Electrician,2026-03-05 05:04:18.778351,12-2 PM,541,15.0,11.9,113,Completed,,4.5,4.7,Returning,Credit Card,3,Thursday,False,1,0,Delhi,Electrician,10,40,4.7,2026-03-02/2026-03-08,1.8833333333333333,1.8833333333333333
B08781,P0075,Bengaluru,Cleaning,2026-03-05 05:14:40.883235,12-2 PM,795,6.1,13.0,111,Completed,,5.0,3.6,Returning,Cash,3,Thursday,False,1,0,Bengaluru,Cleaning,6,48,4.6,2026-03-02/2026-03-08,1.85,1.85
B08782,P0078,Bengaluru,Salon,2026-03-05 05:25:02.988119,10-12 PM,946,1.68,11.4,75,Completed,,4.8,4.2,New,Cash,3,Thursday,False,1,0,Bengaluru,Salon,3,40,4.4,2026-03-02/2026-03-08,1.25,1.25
B08783,P0045,Pune,Appliance Repair,2026-03-05 05:35:25.093003,6-8 PM,950,2.9,10.4,95,Completed,,4.4,4.1,New,Credit Card,3,Thursday,False,1,0,Pune,Appliance Repair,1,36,4.2,2026-03-02/2026-03-08,1.5833333333333333,1.5833333333333333
B08784,P0019,Nagpur,Electrician,2026-03-05 05:45:47.197887,12-2 PM,619,6.22,6.6,57,Completed,,4.6,4.2,Returning,UPI,3,Thursday,False,1,0,Nagpur,Electrician,9,48,4.5,2026-03-02/2026-03-08,0.95,0.95
B08785,P0107,Delhi,AC Repair,2026-03-05 05:56:09.302772,4-6 PM,1088,0.5,11.0,137,Completed,,4.2,4.5,Returning,UPI,3,Thursday,False,1,0,Delhi,AC Repair,5,40,4.9,2026-03-02/2026-03-08,2.283333333333333,2.283333333333333
B08786,P0100,Delhi,Cleaning,2026-03-05 06:06:31.407656,6-8 PM,833,1.49,11.7,103,Completed,,4.9,4.3,Returning,Credit Card,3,Thursday,False,1,0,Delhi,Cleaning,2,40,4.5,2026-03-02/2026-03-08,1.7166666666666666,1.7166666666666666
B08787,P0051,Mumbai,Cleaning,2026-03-05 06:16:53.512540,4-6 PM,626,6.56,15.0,102,Completed,,4.7,4.6,Returning,UPI,3,Thursday,False,1,0,Mumbai,Cleaning,7,40,4.2,2026-03-02/2026-03-08,1.7,1.7
B08788,P0078,Bengaluru,Salon,2026-03-05 06:27:15.617424,4-6 PM,785,4.04,13.1,71,Completed,,4.7,4.5,New,UPI,3,Thursday,False,1,0,Bengaluru,Salon,3,40,4.4,2026-03-02/2026-03-08,1.1833333333333333,1.1833333333333333
B08789,P0029,Pune,Salon,2026-03-05 06:37:37.722308,8-10 PM,1058,3.47,13.5,86,Completed,,4.8,4.2,Returning,UPI,3,Thursday,False,1,0,Pune,Salon,8,40,3.9,2026-03-02/2026-03-08,1.4333333333333333,1.4333333333333333
B08790,P0055,Mumbai,Salon,2026-03-05 06:47:59.827193,12-2 PM,702,7.28,11.8,105,Completed,,4.3,4.2,Returning,UPI,3,Thursday,False,1,0,Mumbai,Salon,6,40,4.3,2026-03-02/2026-03-08,1.75,1.75
B08791,P0028,Pune,Cleaning,2026-03-05 06:58:21.932077,6-8 PM,747,5.11,13.8,117,Completed,,4.4,4.0,Returning,UPI,3,Thursday,False,1,0,Pune,Cleaning,5,44,4.1,2026-03-02/2026-03-08,1.95,1.95
B08792,P0097,Delhi,Cleaning,2026-03-05 07:08:44.036961,6-8 PM,779,3.34,9.6,109,Completed,,4.3,4.1,Returning,Credit Card,3,Thursday,False,1,0,Delhi,Cleaning,5,40,4.4,2026-03-02/2026-03-08,1.8166666666666667,1.8166666666666667
B08793,P0067,Mumbai,Electrician,2026-03-05 07:19:06.141845,10-12 PM,523,1.44,9.2,47,Completed,,4.2,4.6,Returning,UPI,3,Thursday,False,1,0,Mumbai,Electrician,6,40,3.9,2026-03-02/2026-03-08,0.7833333333333333,0.7833333333333333
B08794,P0080,Bengaluru,Salon,2026-03-05 07:29:28.246729,8-10 PM,861,2.11,10.9,64,Completed,,4.0,4.0,Returning,UPI,3,Thursday,False,1,0,Bengaluru,Salon,5,44,4.4,2026-03-02/2026-03-08,1.0666666666666667,1.0666666666666667
B08795,P0015,Nagpur,Plumbing,2026-03-05 07:39:50.351614,6-8 PM,614,3.37,12.0,71,Cancelled,Slot Not Available,,4.9,Returning,UPI,3,Thursday,False,0,1,Nagpur,Plumbing,1,40,4.1,2026-03-02/2026-03-08,1.1833333333333333,0.0
B08796,P0073,Bengaluru,Cleaning,2026-03-05 07:50:12.456498,8-10 AM,709,1.08,7.3,113,Completed,,4.9,3.9,Returning,Debit Card,3,Thursday,False,1,0,Bengaluru,Cleaning,1,40,4.6,2026-03-02/2026-03-08,1.8833333333333333,1.8833333333333333
B08797,P0033,Pune,AC Repair,2026-03-05 08:00:34.561382,6-8 PM,1193,2.0,12.0,128,Completed,,4.7,4.8,New,Debit Card,3,Thursday,False,1,0,Pune,AC Repair,7,40,4.8,2026-03-02/2026-03-08,2.1333333333333333,2.1333333333333333
B08798,P0053,Mumbai,Salon,2026-03-05 08:10:56.666266,10-12 PM,837,1.83,11.6,76,Completed,,4.6,4.2,Returning,Debit Card,3,Thursday,False,1,0,Mumbai,Salon,4,48,4.7,2026-03-02/2026-03-08,1.2666666666666666,1.2666666666666666
B08799,P0050,Mumbai,Cleaning,2026-03-05 08:21:18.771150,12-2 PM,599,11.02,14.5,149,Completed,,5.0,5.0,New,UPI,3,Thursday,False,1,0,Mumbai,Cleaning,10,48,4.9,2026-03-02/2026-03-08,2.4833333333333334,2.4833333333333334
B08800,P0071,Mumbai,Appliance Repair,2026-03-05 08:31:40.876035,12-2 PM,1156,2.28,10.0,60,Completed,,4.5,4.7,Returning,Cash,3,Thursday,False,1,0,Mumbai,Appliance Repair,4,40,4.7,2026-03-02/2026-03-08,1.0,1.0
B08801,P0034,Pune,AC Repair,2026-03-05 08:42:02.980919,12-2 PM,1297,1.99,12.4,173,Completed,,4.3,4.5,Returning,Debit Card,3,Thursday,False,1,0,Pune,AC Repair,5,40,4.5,2026-03-02/2026-03-08,2.8833333333333333,2.8833333333333333
B08802,P0101,Delhi,Salon,2026-03-05 08:52:25.085803,6-8 PM,838,3.16,10.7,86,Cancelled,Slot Not Available,,4.4,New,UPI,3,Thursday,False,0,1,Delhi,Salon,3,44,4.3,2026-03-02/2026-03-08,1.4333333333333333,0.0
B08803,P0052,Mumbai,Cleaning,2026-03-05 09:02:47.190687,6-8 PM,547,5.06,15.1,121,Completed,,4.9,4.5,Returning,UPI,3,Thursday,False,1,0,Mumbai,Cleaning,6,40,4.6,2026-03-02/2026-03-08,2.0166666666666666,2.0166666666666666
B08804,P0083,Bengaluru,AC Repair,2026-03-05 09:13:09.295571,4-6 PM,1438,3.56,15.4,177,Completed,,4.0,4.6,Returning,UPI,3,Thursday,False,1,0,Bengaluru,AC Repair,4,40,4.7,2026-03-02/2026-03-08,2.95,2.95
B08805,P0086,Bengaluru,Plumbing,2026-03-05 09:23:31.400456,4-6 PM,812,3.49,11.1,124,Completed,,5.0,4.4,Returning,UPI,3,Thursday,False,1,0,Bengaluru,Plumbing,10,44,4.7,2026-03-02/2026-03-08,2.066666666666667,2.066666666666667
B08806,P0079,Bengaluru,Salon,2026-03-05 09:33:53.505340,12-2 PM,841,2.27,10.4,47,Completed,,4.0,4.2,Returning,UPI,3,Thursday,False,1,0,Bengaluru,Salon,1,36,4.4,2026-03-02/2026-03-08,0.7833333333333333,0.7833333333333333
B08807,P0084,Bengaluru,AC Repair,2026-03-05 09:44:15.610224,8-10 AM,1426,0.64,5.4,83,Completed,,4.9,4.7,Returning,UPI,3,Thursday,False,1,0,Bengaluru,AC Repair,3,40,4.3,2026-03-02/2026-03-08,1.3833333333333333,1.3833333333333333
B08808,P0102,Delhi,Salon,2026-03-05 09:54:37.715108,12-2 PM,768,2.45,7.0,110,Completed,,4.0,4.0,New,UPI,3,Thursday,False,1,0,Delhi,Salon,7,40,4.0,2026-03-02/2026-03-08,1.8333333333333333,1.8333333333333333
B08809,P0105,Delhi,AC Repair,2026-03-05 10:04:59.819992,8-10 AM,1052,4.8,11.7,108,Completed,,4.5,4.4,Returning,UPI,3,Thursday,False,1,0,Delhi,AC Repair,10,40,4.5,2026-03-02/2026-03-08,1.8,1.8
B08810,P0066,Mumbai,Electrician,2026-03-05 10:15:21.924876,6-8 PM,792,1.91,10.8,61,Completed,,5.0,4.3,Returning,UPI,3,Thursday,False,1,0,Mumbai,Electrician,1,40,4.7,2026-03-02/2026-03-08,1.0166666666666666,1.0166666666666666
B08811,P0075,Bengaluru,Cleaning,2026-03-05 10:25:44.029761,4-6 PM,656,2.28,12.2,61,Completed,,3.7,4.5,Returning,UPI,3,Thursday,False,1,0,Bengaluru,Cleaning,6,48,4.6,2026-03-02/2026-03-08,1.0166666666666666,1.0166666666666666
B08812,P0011,Nagpur,AC Repair,2026-03-05 10:36:06.134645,8-10 PM,1254,2.45,10.9,137,Completed,,4.5,4.8,Returning,Credit Card,3,Thursday,False,1,0,Nagpur,AC Repair,5,40,3.9,2026-03-02/2026-03-08,2.283333333333333,2.283333333333333
B08813,P0007,Nagpur,Salon,2026-03-05 10:46:28.239529,10-12 PM,839,3.47,6.6,111,Cancelled,Long Response Time,,4.3,Returning,UPI,3,Thursday,False,0,1,Nagpur,Salon,5,40,4.4,2026-03-02/2026-03-08,1.85,0.0
B08814,P0051,Mumbai,Cleaning,2026-03-05 10:56:50.344413,4-6 PM,743,3.36,12.5,132,Completed,,3.9,4.1,New,UPI,3,Thursday,False,1,0,Mumbai,Cleaning,7,40,4.2,2026-03-02/2026-03-08,2.2,2.2
B08815,P0141,Hyderabad,Appliance Repair,2026-03-05 11:07:12.449297,10-12 PM,970,9.35,9.5,100,Cancelled,Distance Too Far,,4.9,New,Debit Card,3,Thursday,False,0,1,Hyderabad,Appliance Repair,10,36,4.0,2026-03-02/2026-03-08,1.6666666666666667,0.0
B08816,P0078,Bengaluru,Salon,2026-03-05 11:17:34.554182,4-6 PM,1010,2.54,5.5,84,Completed,,4.8,4.7,Returning,UPI,3,Thursday,False,1,0,Bengaluru,Salon,3,40,4.4,2026-03-02/2026-03-08,1.4,1.4
B08817,P0085,Bengaluru,Plumbing,2026-03-05 11:27:56.659066,2-4 PM,695,4.09,12.4,109,Completed,,4.2,4.8,Returning,Credit Card,3,Thursday,False,1,0,Bengaluru,Plumbing,9,40,4.1,2026-03-02/2026-03-08,1.8166666666666667,1.8166666666666667
B08818,P0029,Pune,Salon,2026-03-05 11:38:18.763950,4-6 PM,884,9.13,14.5,52,Completed,,4.3,4.6,Returning,UPI,3,Thursday,False,1,0,Pune,Salon,8,40,3.9,2026-03-02/2026-03-08,0.8666666666666667,0.8666666666666667
B08819,P0053,Mumbai,Salon,2026-03-05 11:48:40.868834,6-8 PM,947,2.2,9.7,105,Completed,,4.2,4.2,Returning,Debit Card,3,Thursday,False,1,0,Mumbai,Salon,4,48,4.7,2026-03-02/2026-03-08,1.75,1.75
B08820,P0059,Mumbai,AC Repair,2026-03-05 11:59:02.973718,4-6 PM,1361,1.4,11.1,83,Completed,,4.2,4.2,Returning,UPI,3,Thursday,False,1,0,Mumbai,AC Repair,7,48,4.3,2026-03-02/2026-03-08,1.3833333333333333,1.3833333333333333
B08821,P0111,Delhi,Plumbing,2026-03-05 12:09:25.078603,2-4 PM,760,3.33,3.6,138,Completed,,4.7,4.2,Returning,Credit Card,3,Thursday,False,1,0,Delhi,Plumbing,5,36,4.6,2026-03-02/2026-03-08,2.3,2.3
B08822,P0019,Nagpur,Electrician,2026-03-05 12:19:47.183487,8-10 AM,773,5.15,5.5,61,Completed,,4.5,4.7,New,UPI,3,Thursday,False,1,0,Nagpur,Electrician,9,48,4.5,2026-03-02/2026-03-08,1.0166666666666666,1.0166666666666666
B08823,P0086,Bengaluru,Plumbing,2026-03-05 12:30:09.288371,12-2 PM,674,12.77,11.3,74,Cancelled,Distance Too Far,,4.0,Returning,UPI,3,Thursday,False,0,1,Bengaluru,Plumbing,10,44,4.7,2026-03-02/2026-03-08,1.2333333333333334,0.0
B08824,P0132,Hyderabad,AC Repair,2026-03-05 12:40:31.393255,12-2 PM,1418,1.89,6.8,139,Completed,,4.1,4.5,Returning,UPI,3,Thursday,False,1,0,Hyderabad,AC Repair,6,40,4.4,2026-03-02/2026-03-08,2.316666666666667,2.316666666666667
B08825,P0139,Hyderabad,Electrician,2026-03-05 12:50:53.498139,4-6 PM,529,3.22,12.5,61,Completed,,5.0,4.5,Returning,UPI,3,Thursday,False,1,0,Hyderabad,Electrician,1,36,4.5,2026-03-02/2026-03-08,1.0166666666666666,1.0166666666666666
B08826,P0106,Delhi,AC Repair,2026-03-05 13:01:15.603024,12-2 PM,1503,5.86,10.5,156,Completed,,4.2,4.9,New,Debit Card,3,Thursday,False,1,0,Delhi,AC Repair,9,40,4.0,2026-03-02/2026-03-08,2.6,2.6
B08827,P0071,Mumbai,Appliance Repair,2026-03-05 13:11:37.707908,12-2 PM,961,1.11,9.4,177,Completed,,4.6,4.6,Returning,UPI,3,Thursday,False,1,0,Mumbai,Appliance Repair,4,40,4.7,2026-03-02/2026-03-08,2.95,2.95
B08828,P0131,Hyderabad,AC Repair,2026-03-05 13:21:59.812792,6-8 PM,1190,2.78,13.2,71,Completed,,3.9,3.9,Returning,Cash,3,Thursday,False,1,0,Hyderabad,AC Repair,7,44,4.7,2026-03-02/2026-03-08,1.1833333333333333,1.1833333333333333
B08829,P0101,Delhi,Salon,2026-03-05 13:32:21.917676,6-8 PM,1076,1.58,7.0,98,Completed,,3.9,4.3,New,Cash,3,Thursday,False,1,0,Delhi,Salon,3,44,4.3,2026-03-02/2026-03-08,1.6333333333333333,1.6333333333333333
B08830,P0105,Delhi,AC Repair,2026-03-05 13:42:44.022560,12-2 PM,1188,3.23,5.6,129,Completed,,4.5,3.9,Returning,UPI,3,Thursday,False,1,0,Delhi,AC Repair,10,40,4.5,2026-03-02/2026-03-08,2.15,2.15
B08831,P0129,Hyderabad,AC Repair,2026-03-05 13:53:06.127445,8-10 AM,1079,2.24,8.6,119,Completed,,4.7,3.8,New,UPI,3,Thursday,False,1,0,Hyderabad,AC Repair,7,40,4.4,2026-03-02/2026-03-08,1.9833333333333334,1.9833333333333334
B08832,P0126,Hyderabad,Salon,2026-03-05 14:03:28.232329,2-4 PM,978,1.07,4.8,80,Completed,,5.0,4.4,Returning,Debit Card,3,Thursday,False,1,0,Hyderabad,Salon,4,40,4.4,2026-03-02/2026-03-08,1.3333333333333333,1.3333333333333333
B08833,P0028,Pune,Cleaning,2026-03-05 14:13:50.337213,2-4 PM,756,4.91,5.3,145,Completed,,4.3,4.0,Returning,UPI,3,Thursday,False,1,0,Pune,Cleaning,5,44,4.1,2026-03-02/2026-03-08,2.4166666666666665,2.4166666666666665
B08834,P0012,Nagpur,AC Repair,2026-03-05 14:24:12.442097,6-8 PM,1238,9.04,17.5,122,Completed,,3.7,4.1,Returning,UPI,3,Thursday,False,1,0,Nagpur,AC Repair,10,36,4.7,2026-03-02/2026-03-08,2.033333333333333,2.033333333333333
B08835,P0094,Bengaluru,Appliance Repair,2026-03-05 14:34:34.546981,4-6 PM,1184,15.0,14.1,107,Completed,,4.1,4.4,Returning,Debit Card,3,Thursday,False,1,0,Bengaluru,Appliance Repair,9,40,4.4,2026-03-02/2026-03-08,1.7833333333333334,1.7833333333333334
B08836,P0079,Bengaluru,Salon,2026-03-05 14:44:56.651866,8-10 PM,733,1.25,12.0,51,Completed,,4.2,4.4,Returning,UPI,3,Thursday,False,1,0,Bengaluru,Salon,1,36,4.4,2026-03-02/2026-03-08,0.85,0.85
B08837,P0054,Mumbai,Salon,2026-03-05 14:55:18.756750,2-4 PM,994,0.79,12.4,59,Cancelled,Long Response Time,,4.3,Returning,UPI,3,Thursday,False,0,1,Mumbai,Salon,1,40,4.3,2026-03-02/2026-03-08,0.9833333333333333,0.0
B08838,P0091,Bengaluru,Electrician,2026-03-05 15:05:40.861634,4-6 PM,616,6.93,10.9,79,Completed,,4.4,4.7,New,Debit Card,3,Thursday,False,1,0,Bengaluru,Electrician,4,44,4.7,2026-03-02/2026-03-08,1.3166666666666667,1.3166666666666667
B08839,P0002,Nagpur,Cleaning,2026-03-05 15:16:02.966518,2-4 PM,587,1.8,7.3,89,Completed,,3.8,5.0,Returning,UPI,3,Thursday,False,1,0,Nagpur,Cleaning,5,40,4.2,2026-03-02/2026-03-08,1.4833333333333334,1.4833333333333334
B08840,P0018,Nagpur,Electrician,2026-03-05 15:26:25.071402,12-2 PM,855,2.45,8.9,103,Rescheduled,,,4.4,New,Cash,3,Thursday,False,0,0,Nagpur,Electrician,8,40,4.4,2026-03-02/2026-03-08,1.7166666666666666,1.7166666666666666
B08841,P0066,Mumbai,Electrician,2026-03-05 15:36:47.176287,8-10 AM,575,11.14,15.2,115,Completed,,4.8,4.9,New,Credit Card,3,Thursday,False,1,0,Mumbai,Electrician,1,40,4.7,2026-03-02/2026-03-08,1.9166666666666667,1.9166666666666667
B08842,P0036,Pune,AC Repair,2026-03-05 15:47:09.281171,6-8 PM,1080,2.9,10.2,132,Completed,,3.8,4.4,Returning,Credit Card,3,Thursday,False,1,0,Pune,AC Repair,2,40,4.6,2026-03-02/2026-03-08,2.2,2.2
B08843,P0097,Delhi,Cleaning,2026-03-05 15:57:31.386055,8-10 PM,765,0.57,14.0,106,Completed,,4.4,4.7,Returning,Cash,3,Thursday,False,1,0,Delhi,Cleaning,5,40,4.4,2026-03-02/2026-03-08,1.7666666666666666,1.7666666666666666
B08844,P0122,Hyderabad,Cleaning,2026-03-05 16:07:53.490939,6-8 PM,671,3.02,15.8,75,Completed,,4.0,4.9,Returning,UPI,3,Thursday,False,1,0,Hyderabad,Cleaning,1,40,4.2,2026-03-02/2026-03-08,1.25,1.25
B08845,P0080,Bengaluru,Salon,2026-03-05 16:18:15.595823,12-2 PM,627,1.4,5.0,94,Completed,,4.5,4.6,New,UPI,3,Thursday,False,1,0,Bengaluru,Salon,5,44,4.4,2026-03-02/2026-03-08,1.5666666666666667,1.5666666666666667
B08846,P0089,Bengaluru,Electrician,2026-03-05 16:28:37.700708,6-8 PM,568,1.06,12.9,79,Completed,,4.6,4.9,Returning,Credit Card,3,Thursday,False,1,0,Bengaluru,Electrician,7,40,4.6,2026-03-02/2026-03-08,1.3166666666666667,1.3166666666666667
B08847,P0021,Nagpur,Appliance Repair,2026-03-05 16:38:59.805592,4-6 PM,1296,2.46,10.8,168,Completed,,4.5,4.3,Returning,UPI,3,Thursday,False,1,0,Nagpur,Appliance Repair,9,40,4.1,2026-03-02/2026-03-08,2.8,2.8
B08848,P0090,Bengaluru,Electrician,2026-03-05 16:49:21.910476,6-8 PM,557,1.6,8.3,78,Completed,,4.2,4.8,Returning,UPI,3,Thursday,False,1,0,Bengaluru,Electrician,10,36,4.0,2026-03-02/2026-03-08,1.3,1.3
B08849,P0107,Delhi,AC Repair,2026-03-05 16:59:44.015360,8-10 AM,1110,1.21,9.1,178,Completed,,4.6,4.7,Returning,Credit Card,3,Thursday,False,1,0,Delhi,AC Repair,5,40,4.9,2026-03-02/2026-03-08,2.966666666666667,2.966666666666667
B08850,P0095,Bengaluru,Appliance Repair,2026-03-05 17:10:06.120244,4-6 PM,1107,7.79,14.9,167,Completed,,3.9,5.0,New,UPI,3,Thursday,False,1,0,Bengaluru,Appliance Repair,6,40,4.3,2026-03-02/2026-03-08,2.783333333333333,2.783333333333333
B08851,P0043,Pune,Electrician,2026-03-05 17:20:28.225129,4-6 PM,649,15.0,18.1,61,Completed,,3.9,4.3,Returning,UPI,3,Thursday,False,1,0,Pune,Electrician,10,40,4.4,2026-03-02/2026-03-08,1.0166666666666666,1.0166666666666666
B08852,P0110,Delhi,Plumbing,2026-03-05 17:30:50.330013,4-6 PM,624,5.85,13.4,81,Cancelled,Slot Not Available,,3.8,New,UPI,3,Thursday,False,0,1,Delhi,Plumbing,6,36,4.5,2026-03-02/2026-03-08,1.35,0.0
B08853,P0123,Hyderabad,Cleaning,2026-03-05 17:41:12.434897,6-8 PM,473,6.67,18.0,138,Completed,,4.8,4.1,New,Credit Card,3,Thursday,False,1,0,Hyderabad,Cleaning,10,40,4.1,2026-03-02/2026-03-08,2.3,2.3
